Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
775.21539,0,Cancel,1670553,,,,
775.215414,0,Cancel,1758039,,,,
775.215562,0,Cancel,1535252,,,,
775.21569,0,Insert,1545867,B,500,3507,GFD
775.215761,0,Cancel,1545867,,,,
775.21577,0,Insert,1882185,B,500,3505,GFD
775.215878,0,Insert,1534999,B,500,3506,GFD
775.219405,0,Insert,1819291,B,100,3508,GFD
775.219433,0,Insert,1406121,B,100,3508,GFD
775.255887,0,Insert,1497766,A,500,3515,GFD
775.257787,0,Cancel,1895813,,,,
775.258722,0,Insert,1585112,A,4800,3511,GFD
775.258784,0,Insert,1888756,A,100,3512,GFD
775.258795,0,Insert,1856494,A,1000,3511,GFD
775.25881,0,Cancel,1749779,,,,
775.258856,0,Insert,1552546,A,1000,3510,GFD
775.258864,0,Cancel,1653531,,,,
775.258942,0,Cancel,1710914,,,,
775.258951,0,Cancel,1716691,,,,
775.258957,0,Cancel,1817127,,,,
775.258957,0,Cancel,1555619,,,,
775.258968,0,Insert,1936722,A,1500,3511,GFD
775.258986,0,Cancel,1882185,,,,
775.258993,0,Insert,1885605,B,1500,3507,GFD
775.259018,0,Insert,1699938,B,1000,3508,GFD
775.259037,0,Cancel,1925698,,,,
775.259037,0,Insert,1770853,A,100,3512,GFD
775.259049,0,Cancel,1406121,,,,
775.259061,0,Cancel,1644738,,,,
775.259097,0,Insert,1701302,B,100,3507,GFD
775.259107,0,Cancel,1981281,,,,
775.259116,0,Cancel,1717970,,,,
775.259187,0,Insert,1505010,A,1000,3512,GFD
775.259233,0,Cancel,1511967,,,,
775.259361,0,Insert,1975933,A,500,3514,GFD
775.2994,0,Insert,1593342,B,1000,3505,GFD
775.300899,0,Cancel,1942542,,,,
775.314976,0,Insert,1873279,A,600,3511,GFD
775.855641,1,Insert,5049576,B,116,3509,GFD
776.030876,1,Insert,5049577,B,45,3509,GFD
776.06378,1,Insert,5049578,A,54,3511,GFD
776.206623,1,Cancel,7060354,,,,
776.206623,1,Cancel,7060355,,,,
776.206623,1,Insert,7060356,A,10000,3512,GFD
776.206623,1,Insert,7060357,B,10000,3507,GFD
777.184012,0,Insert,1756581,B,100,3510,FAK
777.184094,1,Cancel,7060356,,,,
777.184094,1,Cancel,7060357,,,,
777.184094,1,Insert,7060358,A,10000,3512,GFD
777.184094,1,Insert,7060359,B,10000,3507,GFD
777.184146,0,Cancel,1936722,,,,
777.184146,1,Cancel,7060358,,,,
777.184146,1,Cancel,7060359,,,,
777.184146,1,Insert,7060360,A,10000,3512,GFD
777.184146,1,Insert,7060361,B,10000,3507,GFD
777.184161,0,Cancel,1885605,,,,
777.184161,0,Insert,1749330,B,1500,3508,GFD
777.184166,1,Cancel,7060360,,,,
777.184166,1,Cancel,7060361,,,,
777.184166,1,Insert,7060362,A,10000,3512,GFD
777.184166,1,Insert,7060363,B,10000,3507,GFD
777.184168,0,Insert,1834873,A,1500,3512,GFD
777.184252,0,Cancel,1749330,,,,
777.184259,0,Amend,1505010,,-500,,
777.184296,0,Cancel,1834873,,,,
777.184309,0,Insert,1571883,B,1500,3507,GFD
777.184325,0,Insert,1892611,A,1500,3511,GFD
777.184406,0,Insert,1936938,A,500,3515,GFD
777.184424,0,Insert,1480137,B,500,3507,GFD
777.184441,0,Amend,1593342,,-500,,
777.18447,0,Cancel,1480137,,,,
777.184487,0,Insert,1469859,A,500,3513,GFD
777.184497,0,Insert,1394837,A,500,3512,GFD
777.184527,0,Cancel,1908477,,,,
777.184578,0,Cancel,1469859,,,,
777.184586,0,Cancel,1936938,,,,
777.184646,0,Cancel,1534999,,,,
777.184766,0,Insert,1603562,B,500,3505,GFD
777.432454,0,Insert,1844415,B,500,3507,GFD
777.921119,1,Insert,5049579,B,18,3508,GFD
778.368149,1,Insert,5049580,A,3,3512,GFD
778.444023,1,Insert,5049581,A,14,3512,GFD
778.762487,1,Insert,5049582,A,40,3511,GFD
779.034467,1,Insert,5049583,A,166,3510,GFD
779.122483,1,Cancel,7060362,,,,
779.122483,1,Cancel,7060363,,,,
779.122483,1,Insert,7060364,A,10000,3512,GFD
779.122483,1,Insert,7060365,B,10000,3507,GFD
779.185099,0,Insert,1694428,B,100,3499,GFD
779.305206,1,Insert,5049584,B,113,3511,GFD
780.945458,1,Insert,5049585,B,48,3510,GFD
781.563637,1,Insert,5049586,A,28,3508,GFD
781.623538,1,Insert,5049587,A,85,3511,GFD
781.645385,1,Insert,5049588,B,45,3509,GFD
781.909041,1,Insert,5049589,A,24,3508,GFD
781.950786,1,Insert,5049590,B,65,3511,GFD
782.154823,1,Insert,5049591,B,35,3509,GFD
782.508309,1,Insert,5049592,A,3,3511,GFD
782.920574,1,Insert,5049593,B,33,3510,GFD
782.959223,1,Insert,5049594,B,22,3510,GFD
783.272934,1,Insert,5049595,B,24,3509,GFD
783.692377,1,Insert,5049596,A,17,3508,GFD
783.721736,1,Insert,5049597,B,43,3508,GFD
785.082113,1,Insert,5049598,A,114,3510,GFD
785.136216,1,Insert,5049599,A,146,3510,GFD
785.178803,1,Insert,5049600,B,30,3512,GFD
785.315104,1,Insert,5049601,A,7,3511,GFD
785.336664,1,Insert,5049602,A,44,3511,GFD
785.992762,1,Insert,5049603,A,23,3512,GFD
786.141703,1,Insert,5049604,B,139,3510,GFD
786.496903,1,Insert,5049605,B,16,3512,GFD
787.261831,1,Insert,5049606,A,32,3508,GFD
787.651844,1,Cancel,7060364,,,,
787.651844,1,Cancel,7060365,,,,
787.651844,1,Insert,7060366,A,10000,3512,GFD
787.651844,1,Insert,7060367,B,10000,3507,GFD
787.831222,0,Cancel,1806906,,,,
787.84555,1,Cancel,7060366,,,,
787.84555,1,Cancel,7060367,,,,
787.84555,1,Insert,7060368,A,10000,3512,GFD
787.84555,1,Insert,7060369,B,10000,3507,GFD
787.947937,0,Cancel,1585112,,,,
787.948088,1,Cancel,7060368,,,,
787.948088,1,Cancel,7060369,,,,
787.948088,1,Insert,7060370,A,10000,3512,GFD
787.948088,1,Insert,7060371,B,10000,3507,GFD
787.948377,0,Insert,1394357,A,4800,3510,GFD
787.948411,1,Cancel,7060370,,,,
787.948411,1,Cancel,7060371,,,,
787.948411,1,Insert,7060372,A,10000,3512,GFD
787.948411,1,Insert,7060373,B,10000,3507,GFD
787.948441,0,Cancel,1699938,,,,
787.94845,1,Cancel,7060372,,,,
787.94845,1,Cancel,7060373,,,,
787.94845,1,Insert,7060374,A,10000,3512,GFD
787.94845,1,Insert,7060375,B,10000,3507,GFD
787.948453,0,Insert,1506121,A,100,3511,GFD
787.948473,1,Cancel,7060374,,,,
787.948473,1,Cancel,7060375,,,,
787.948473,1,Insert,7060376,A,10000,3512,GFD
787.948473,1,Insert,7060377,B,10000,3507,GFD
787.948496,0,Cancel,1701302,,,,
787.9485,1,Cancel,7060376,,,,
787.9485,1,Cancel,7060377,,,,
787.9485,1,Insert,7060378,A,10000,3512,GFD
787.9485,1,Insert,7060379,B,10000,3507,GFD
787.948508,0,Insert,1938672,A,600,3510,GFD
787.948587,1,Cancel,7060378,,,,
787.948587,1,Cancel,7060379,,,,
787.948587,1,Insert,7060380,A,10000,3512,GFD
787.948587,1,Insert,7060381,B,10000,3507,GFD
787.948589,0,Cancel,1725884,,,,
787.948638,1,Cancel,7060380,,,,
787.948638,1,Cancel,7060381,,,,
787.948638,1,Insert,7060382,A,10000,3512,GFD
787.948638,1,Insert,7060383,B,10000,3507,GFD
787.948642,0,Insert,1699576,B,100,3506,GFD
787.94865,1,Cancel,7060382,,,,
787.94865,1,Cancel,7060383,,,,
787.94865,1,Insert,7060384,A,10000,3512,GFD
787.94865,1,Insert,7060385,B,10000,3507,GFD
787.948651,0,Cancel,1819291,,,,
787.998073,1,Cancel,7060384,,,,
787.998073,1,Cancel,7060385,,,,
787.998073,1,Insert,7060386,A,10000,3512,GFD
787.998073,1,Insert,7060387,B,10000,3507,GFD
788.000915,0,Cancel,1888756,,,,
788.00121,1,Cancel,7060386,,,,
788.00121,1,Cancel,7060387,,,,
788.00121,1,Insert,7060388,A,10000,3512,GFD
788.00121,1,Insert,7060389,B,10000,3507,GFD
788.036865,0,Insert,1655147,B,400,3510,FAK
788.036918,1,Cancel,7060388,,,,
788.036918,1,Cancel,7060389,,,,
788.036918,1,Insert,7060390,A,10000,3512,GFD
788.036918,1,Insert,7060391,B,10000,3507,GFD
788.037005,0,Cancel,1892611,,,,
788.037011,1,Cancel,7060390,,,,
788.037011,1,Cancel,7060391,,,,
788.037011,1,Insert,7060392,A,10000,3512,GFD
788.037011,1,Insert,7060393,B,10000,3507,GFD
788.037011,0,Cancel,1571883,,,,
788.037017,1,Cancel,7060392,,,,
788.037017,1,Cancel,7060393,,,,
788.037017,1,Insert,7060394,A,10000,3512,GFD
788.037017,1,Insert,7060395,B,10000,3507,GFD
788.037022,0,Insert,1770474,B,1500,3508,GFD
788.037027,1,Cancel,7060394,,,,
788.037027,1,Cancel,7060395,,,,
788.037027,1,Insert,7060396,A,10000,3512,GFD
788.037027,1,Insert,7060397,B,10000,3507,GFD
788.037037,0,Insert,1793051,A,1500,3512,GFD
788.037086,1,Cancel,7060396,,,,
788.037086,1,Cancel,7060397,,,,
788.037086,1,Insert,7060398,A,10000,3512,GFD
788.037086,1,Insert,7060399,B,10000,3507,GFD
788.037106,0,Insert,1835871,B,100,3507,GFD
788.037112,1,Cancel,7060398,,,,
788.037112,1,Cancel,7060399,,,,
788.037112,1,Insert,7060400,A,10000,3512,GFD
788.037112,1,Insert,7060401,B,10000,3507,GFD
788.037116,0,Insert,1816514,B,1000,3508,GFD
788.037121,1,Cancel,7060400,,,,
788.037121,1,Cancel,7060401,,,,
788.037121,1,Insert,7060402,A,10000,3512,GFD
788.037121,1,Insert,7060403,B,10000,3507,GFD
788.037136,0,Cancel,1938672,,,,
788.037147,1,Cancel,7060402,,,,
788.037147,1,Cancel,7060403,,,,
788.037147,1,Insert,7060404,A,10000,3512,GFD
788.037147,1,Insert,7060405,B,10000,3507,GFD
788.037176,0,Cancel,1394837,,,,
788.037186,0,Insert,1585830,B,100,3507,GFD
788.037223,0,Insert,1828798,B,500,3507,GFD
788.037236,0,Cancel,1603562,,,,
788.037245,0,Insert,1764749,B,100,3508,GFD
788.037263,0,Insert,1476088,A,500,3515,GFD
788.037318,0,Insert,1936217,B,100,3510,FAK
788.037383,0,Insert,1673402,B,500,3506,GFD
788.037393,0,Insert,1745246,A,500,3513,GFD
788.037456,0,Cancel,1975933,,,,
788.037593,0,Insert,1891078,B,500,3505,GFD
788.037665,0,Cancel,1891078,,,,
788.048508,0,Insert,1768723,B,600,3508,GFD
788.058054,1,Cancel,7060404,,,,
788.058054,1,Cancel,7060405,,,,
788.058054,1,Insert,7060406,A,10000,3512,GFD
788.058054,1,Insert,7060407,B,10000,3507,GFD
788.100915,0,Cancel,1699576,,,,
788.114863,1,Insert,5049607,B,175,3510,GFD
788.239287,1,Insert,5049608,B,24,3509,GFD
789.06312,1,Insert,5049609,A,127,3509,GFD
789.069888,1,Cancel,7060406,,,,
789.069888,1,Cancel,7060407,,,,
789.069888,1,Insert,7060408,A,10000,3512,GFD
789.069888,1,Insert,7060409,B,10000,3507,GFD
789.07094,0,Insert,1925980,B,100,3504,GFD
789.211303,1,Insert,5049610,B,75,3509,GFD
789.46288,1,Cancel,7060408,,,,
789.46288,1,Cancel,7060409,,,,
789.46288,1,Insert,7060410,A,10000,3512,GFD
789.46288,1,Insert,7060411,B,10000,3507,GFD
789.707549,0,Cancel,1770474,,,,
789.707551,1,Cancel,7060410,,,,
789.707551,1,Cancel,7060411,,,,
789.707551,1,Insert,7060412,A,10000,3512,GFD
789.707551,1,Insert,7060413,B,10000,3507,GFD
789.707561,0,Insert,1577433,B,1500,3507,GFD
789.707614,0,Cancel,1768723,,,,
789.707683,0,Cancel,1585830,,,,
789.800918,0,Insert,1596284,B,100,3506,GFD
790.71441,1,Insert,5049611,A,102,3511,GFD
790.743034,1,Cancel,7060412,,,,
790.743034,1,Cancel,7060413,,,,
790.743034,1,Insert,7060414,A,10000,3512,GFD
790.743034,1,Insert,7060415,B,10000,3507,GFD
790.793169,0,Insert,1533594,B,600,3508,GFD
790.793197,1,Cancel,7060414,,,,
790.793197,1,Cancel,7060415,,,,
790.793197,1,Insert,7060416,A,10000,3512,GFD
790.793197,1,Insert,7060417,B,10000,3507,GFD
790.793227,0,Insert,1828366,B,100,3507,GFD
790.800917,0,Cancel,1596284,,,,
790.915221,1,Insert,5049612,A,88,3509,GFD
791.860102,1,Insert,5049613,A,30,3512,GFD
791.883819,1,Cancel,7060416,,,,
791.883819,1,Cancel,7060417,,,,
791.883819,1,Insert,7060418,A,10000,3512,GFD
791.883819,1,Insert,7060419,B,10000,3507,GFD
792.010144,0,Cancel,1793051,,,,
792.010144,0,Insert,1742092,A,1500,3511,GFD
792.629979,1,Insert,5049614,B,74,3509,GFD
792.722541,1,Cancel,7060418,,,,
792.722541,1,Cancel,7060419,,,,
792.722541,1,Insert,7060420,A,10000,3512,GFD
792.722541,1,Insert,7060421,B,10000,3507,GFD
792.724951,0,Cancel,1828798,,,,
792.724957,1,Cancel,7060420,,,,
792.724957,1,Cancel,7060421,,,,
792.724957,1,Insert,7060422,A,10000,3512,GFD
792.724957,1,Insert,7060423,B,10000,3507,GFD
792.724976,0,Insert,1915856,A,500,3512,GFD
792.724977,1,Cancel,7060422,,,,
792.724977,1,Cancel,7060423,,,,
792.724977,1,Insert,7060424,A,10000,3512,GFD
792.724977,1,Insert,7060425,B,10000,3507,GFD
792.725,0,Cancel,1745246,,,,
792.725094,0,Insert,1848060,B,500,3505,GFD
792.725135,0,Insert,1756438,A,500,3514,GFD
792.72517,0,Cancel,1476088,,,,
793.512074,1,Insert,5049615,B,69,3511,GFD
794.848364,1,Cancel,7060424,,,,
794.848364,1,Cancel,7060425,,,,
794.848364,1,Insert,7060426,A,10000,3512,GFD
794.848364,1,Insert,7060427,B,10000,3507,GFD
795.311948,0,Cancel,1925980,,,,
795.38911,1,Insert,5049616,A,13,3509,GFD
795.963357,1,Cancel,7060426,,,,
795.963357,1,Cancel,7060427,,,,
795.963357,1,Insert,7060428,A,10000,3512,GFD
795.963357,1,Insert,7060429,B,10000,3507,GFD
796.110259,0,Insert,1405549,A,100,3510,GFD
796.13195,1,Insert,5049617,B,114,3509,GFD
796.324214,1,Insert,5049618,A,52,3511,GFD
796.885941,1,Insert,5049619,B,27,3509,GFD
797.137589,1,Insert,5049620,B,105,3510,GFD
797.756116,1,Insert,5049621,A,61,3510,GFD
797.767457,1,Cancel,7060428,,,,
797.767457,1,Cancel,7060429,,,,
797.767457,1,Insert,7060430,A,10000,3512,GFD
797.767457,1,Insert,7060431,B,10000,3507,GFD
797.787829,0,Insert,1944296,B,100,3502,GFD
798.22648,1,Insert,5049622,A,56,3511,GFD
798.839564,1,Insert,5049623,B,159,3510,GFD
799.524938,1,Insert,5049624,A,7,3509,GFD
799.74773,1,Insert,5049625,A,97,3511,GFD
800.359245,1,Insert,5049626,A,41,3508,GFD
801.12461,1,Insert,5049627,B,46,3510,GFD
802.6033,1,Insert,5049628,A,165,3510,GFD
803.042438,1,Insert,5049629,B,1,3512,GFD
803.223841,1,Insert,5049630,A,7,3511,GFD
803.257993,1,Insert,5049631,A,22,3509,GFD
803.295174,1,Insert,5049632,A,30,3509,GFD
803.662232,1,Insert,5049633,B,17,3508,GFD
803.702599,1,Insert,5049634,B,57,3510,GFD
803.768525,1,Cancel,7060430,,,,
803.768525,1,Cancel,7060431,,,,
803.768525,1,Insert,7060432,A,10000,3512,GFD
803.768525,1,Insert,7060433,B,10000,3507,GFD
803.965747,0,Cancel,1989360,,,,
803.9658,1,Cancel,7060432,,,,
803.9658,1,Cancel,7060433,,,,
803.9658,1,Insert,7060434,A,10000,3512,GFD
803.9658,1,Insert,7060435,B,10000,3507,GFD
803.965821,0,Cancel,1533594,,,,
803.965832,1,Cancel,7060434,,,,
803.965832,1,Cancel,7060435,,,,
803.965832,1,Insert,7060436,A,10000,3512,GFD
803.965832,1,Insert,7060437,B,10000,3507,GFD
803.965878,0,Cancel,1828366,,,,
803.965879,1,Cancel,7060436,,,,
803.965879,1,Cancel,7060437,,,,
803.965879,1,Insert,7060438,A,10000,3512,GFD
803.965879,1,Insert,7060439,B,10000,3507,GFD
803.965886,0,Cancel,1816514,,,,
803.96592,1,Cancel,7060438,,,,
803.96592,1,Cancel,7060439,,,,
803.96592,1,Insert,7060440,A,10000,3512,GFD
803.96592,1,Insert,7060441,B,10000,3507,GFD
803.965983,0,Insert,1836672,B,100,3506,GFD
803.96607,1,Cancel,7060440,,,,
803.96607,1,Cancel,7060441,,,,
803.96607,1,Insert,7060442,A,10000,3512,GFD
803.96607,1,Insert,7060443,B,10000,3507,GFD
803.96608,0,Cancel,1835871,,,,
803.966132,1,Cancel,7060442,,,,
803.966132,1,Cancel,7060443,,,,
803.966132,1,Insert,7060444,A,10000,3512,GFD
803.966132,1,Insert,7060445,B,10000,3507,GFD
803.966153,0,Cancel,1673402,,,,
803.998915,1,Cancel,7060444,,,,
803.998915,1,Cancel,7060445,,,,
803.998915,1,Insert,7060446,A,10000,3512,GFD
803.998915,1,Insert,7060447,B,10000,3507,GFD
804.006417,0,Insert,1672174,B,1000,3505,GFD
804.00647,1,Cancel,7060446,,,,
804.00647,1,Cancel,7060447,,,,
804.00647,1,Insert,7060448,A,10000,3512,GFD
804.00647,1,Insert,7060449,B,10000,3507,GFD
804.00649,0,Cancel,1672174,,,,
804.180476,1,Insert,5049635,B,34,3511,GFD
804.680458,1,Insert,5049636,B,69,3509,GFD
804.890691,1,Insert,5049637,A,62,3509,GFD
804.912882,1,Insert,5049638,A,6,3512,GFD
806.835872,1,Insert,5049639,B,59,3510,GFD
807.279118,1,Insert,5049640,B,69,3509,GFD
807.28456,1,Cancel,7060448,,,,
807.28456,1,Cancel,7060449,,,,
807.28456,1,Insert,7060450,A,10000,3512,GFD
807.28456,1,Insert,7060451,B,10000,3507,GFD
807.348821,0,Insert,1851417,B,100,3496,GFD
808.470578,1,Cancel,7060450,,,,
808.470578,1,Cancel,7060451,,,,
808.470578,1,Insert,7060452,A,10000,3512,GFD
808.470578,1,Insert,7060453,B,10000,3507,GFD
808.566721,0,Insert,1475791,A,600,3510,GFD
808.73833,1,Insert,5049641,B,35,3511,GFD
808.860831,1,Insert,5049642,B,37,3511,GFD
809.071589,1,Insert,5049643,B,12,3512,GFD
810.003213,1,Insert,5049644,A,2,3509,GFD
810.134509,1,Insert,5049645,B,7,3508,GFD
810.136672,1,Cancel,7060452,,,,
810.136672,1,Cancel,7060453,,,,
810.136672,1,Insert,7060454,A,10000,3512,GFD
810.136672,1,Insert,7060455,B,10000,3507,GFD
810.281803,0,Cancel,1851417,,,,
810.894011,1,Insert,5049646,B,27,3512,GFD
810.905688,1,Insert,5049647,B,38,3510,GFD
812.543881,1,Insert,5049648,A,105,3511,GFD
812.575946,1,Insert,5049649,A,3,3512,GFD
813.821638,1,Insert,5049650,A,24,3512,GFD
814.164715,1,Insert,5049651,B,109,3509,GFD
814.271511,1,Insert,5049652,A,130,3511,GFD
814.469996,1,Cancel,7060454,,,,
814.469996,1,Cancel,7060455,,,,
814.469996,1,Insert,7060456,A,10000,3512,GFD
814.469996,1,Insert,7060457,B,10000,3507,GFD
814.525814,0,Insert,1911630,B,100,3504,GFD
814.696911,1,Insert,5049653,B,39,3509,GFD
815.147877,1,Insert,5049654,B,112,3509,GFD
815.263981,1,Insert,5049655,B,7,3508,GFD
815.449652,1,Insert,5049656,B,3,3508,GFD
815.770428,1,Insert,5049657,B,78,3511,GFD
815.935371,1,Insert,5049658,B,71,3509,GFD
815.980282,1,Insert,5049659,A,18,3509,GFD
816.096125,1,Insert,5049660,A,3,3508,GFD
816.162411,1,Insert,5049661,B,50,3509,GFD
816.507604,1,Insert,5049662,A,3,3510,GFD
817.265733,1,Insert,5049663,A,11,3511,GFD
818.173514,1,Insert,5049664,B,129,3511,GFD
818.330477,1,Insert,5049665,A,9,3509,GFD
818.479292,1,Insert,5049666,A,12,3508,GFD
818.724229,1,Insert,5049667,A,94,3509,GFD
819.641966,1,Insert,5049668,B,11,3510,GFD
819.681709,1,Cancel,7060456,,,,
819.681709,1,Cancel,7060457,,,,
819.681709,1,Insert,7060458,A,10000,3513,GFD
819.681709,1,Insert,7060459,B,10000,3508,GFD
819.704828,0,Insert,1898247,B,100,3498,GFD
820.268191,1,Insert,5049669,B,3,3508,GFD
820.704039,1,Insert,5049670,A,75,3509,GFD
820.905232,1,Insert,5049671,A,32,3511,GFD
820.945722,1,Insert,5049672,B,29,3509,GFD
822.171588,1,Insert,5049673,B,43,3509,GFD
822.214644,1,Insert,5049674,B,28,3509,GFD
822.836923,1,Insert,5049675,A,25,3510,GFD
822.854866,1,Insert,5049676,B,13,3512,GFD
823.97309,1,Insert,5049677,B,4,3512,GFD
824.073463,1,Insert,5049678,B,19,3509,GFD
824.272773,1,Insert,5049679,A,10,3508,GFD
825.872377,1,Insert,5049680,A,5,3510,GFD
827.018469,1,Insert,5049681,A,11,3509,GFD
827.56819,1,Insert,5049682,A,14,3512,GFD
828.239882,1,Insert,5049683,A,25,3508,GFD
828.646143,1,Insert,5049684,A,21,3510,GFD
828.8785,1,Cancel,7060458,,,,
828.8785,1,Cancel,7060459,,,,
828.8785,1,Insert,7060460,A,10000,3513,GFD
828.8785,1,Insert,7060461,B,10000,3508,GFD
828.917428,0,Insert,1897714,B,500,3508,GFD
828.917558,1,Cancel,7060460,,,,
828.917558,1,Cancel,7060461,,,,
828.917558,1,Insert,7060462,A,10000,3513,GFD
828.917558,1,Insert,7060463,B,10000,3508,GFD
828.917703,0,Insert,1557026,B,500,3506,GFD
828.917706,1,Cancel,7060462,,,,
828.917706,1,Cancel,7060463,,,,
828.917706,1,Insert,7060464,A,10000,3513,GFD
828.917706,1,Insert,7060465,B,10000,3508,GFD
828.917783,0,Cancel,1557026,,,,
829.775217,1,Insert,5049685,A,63,3509,GFD
829.798092,1,Cancel,7060464,,,,
829.798092,1,Cancel,7060465,,,,
829.798092,1,Insert,7060466,A,10000,3513,GFD
829.798092,1,Insert,7060467,B,10000,3508,GFD
829.937817,0,Insert,1805470,B,100,3490,GFD
831.973893,1,Insert,5049686,B,42,3509,GFD
832.453876,1,Insert,5049687,A,3,3508,GFD
832.530747,1,Insert,5049688,A,15,3510,GFD
832.933238,1,Insert,5049689,A,104,3510,GFD
833.448645,1,Insert,5049690,B,103,3510,GFD
833.542194,1,Insert,5049691,B,13,3508,GFD
833.601691,1,Cancel,7060466,,,,
833.601691,1,Cancel,7060467,,,,
833.601691,1,Insert,7060468,A,10000,3513,GFD
833.601691,1,Insert,7060469,B,10000,3508,GFD
833.806801,0,Insert,1876486,B,100,3483,GFD
834.121727,1,Insert,5049692,B,99,3510,GFD
834.581262,1,Insert,5049693,B,155,3510,GFD
834.640881,1,Insert,5049694,A,16,3509,GFD
834.742336,1,Insert,5049695,A,23,3510,GFD
834.933518,1,Insert,5049696,A,49,3509,GFD
834.974406,1,Insert,5049697,B,32,3511,GFD
836.257695,1,Insert,5049698,B,13,3512,GFD
836.565744,1,Insert,5049699,B,14,3509,GFD
836.638273,1,Insert,5049700,B,3,3509,GFD
836.641358,1,Cancel,7060468,,,,
836.641358,1,Cancel,7060469,,,,
836.641358,1,Insert,7060470,A,10000,3513,GFD
836.641358,1,Insert,7060471,B,10000,3508,GFD
836.663712,0,Cancel,1475791,,,,
836.816414,1,Insert,5049701,A,86,3511,GFD
837.144568,1,Insert,5049702,A,3,3512,GFD
837.988886,1,Insert,5049703,A,94,3511,GFD
839.012303,1,Insert,5049704,A,37,3510,GFD
840.13663,1,Insert,5049705,B,65,3511,GFD
840.160394,1,Insert,5049706,B,39,3511,GFD
840.549414,1,Insert,5049707,A,17,3510,GFD
841.097714,1,Insert,5049708,A,101,3510,GFD
841.116466,1,Insert,5049709,A,9,3511,GFD
841.151436,1,Insert,5049710,B,19,3511,GFD
841.408474,1,Insert,5049711,A,105,3510,GFD
841.546692,1,Insert,5049712,A,55,3511,GFD
842.692217,1,Insert,5049713,B,54,3509,GFD
843.424804,1,Insert,5049714,A,58,3511,GFD
843.733142,1,Insert,5049715,B,101,3510,GFD
843.925259,1,Cancel,7060470,,,,
843.925259,1,Cancel,7060471,,,,
843.925259,1,Insert,7060472,A,10000,3513,GFD
843.925259,1,Insert,7060473,B,10000,3508,GFD
844.306732,0,Cancel,1734590,,,,
844.433609,1,Insert,5049716,B,25,3511,GFD
844.603501,1,Insert,5049717,B,4,3512,GFD
845.057052,1,Insert,5049718,B,3,3508,GFD
846.116683,1,Insert,5049719,A,30,3510,GFD
846.614935,1,Insert,5049720,B,19,3511,GFD
846.616794,1,Cancel,7060472,,,,
846.616794,1,Cancel,7060473,,,,
846.616794,1,Insert,7060474,A,10000,3513,GFD
846.616794,1,Insert,7060475,B,10000,3508,GFD
846.726616,0,Insert,1631677,A,100,3508,FAK
846.726731,1,Cancel,7060474,,,,
846.726731,1,Cancel,7060475,,,,
846.726731,1,Insert,7060476,A,10000,3513,GFD
846.726731,1,Insert,7060477,B,10000,3508,GFD
846.726814,0,Insert,1561921,A,600,3510,GFD
846.726817,1,Cancel,7060476,,,,
846.726817,1,Cancel,7060477,,,,
846.726817,1,Insert,7060478,A,10000,3513,GFD
846.726817,1,Insert,7060479,B,10000,3508,GFD
846.726829,0,Cancel,1577433,,,,
846.726831,1,Cancel,7060478,,,,
846.726831,1,Cancel,7060479,,,,
846.726831,1,Insert,7060480,A,10000,3513,GFD
846.726831,1,Insert,7060481,B,10000,3508,GFD
846.726838,0,Cancel,1764749,,,,
846.726849,1,Cancel,7060480,,,,
846.726849,1,Cancel,7060481,,,,
846.726849,1,Insert,7060482,A,10000,3513,GFD
846.726849,1,Insert,7060483,B,10000,3508,GFD
846.726861,0,Cancel,1742092,,,,
846.726864,1,Cancel,7060482,,,,
846.726864,1,Cancel,7060483,,,,
846.726864,1,Insert,7060484,A,10000,3513,GFD
846.726864,1,Insert,7060485,B,10000,3508,GFD
846.72687,0,Insert,1487889,B,1500,3506,GFD
846.726878,1,Cancel,7060484,,,,
846.726878,1,Cancel,7060485,,,,
846.726878,1,Insert,7060486,A,10000,3513,GFD
846.726878,1,Insert,7060487,B,10000,3508,GFD
846.726878,0,Insert,1801163,A,1500,3510,GFD
846.726904,1,Cancel,7060486,,,,
846.726904,1,Cancel,7060487,,,,
846.726904,1,Insert,7060488,A,10000,3513,GFD
846.726904,1,Insert,7060489,B,10000,3508,GFD
846.726912,0,Insert,1497840,B,1500,3507,GFD
846.726916,1,Cancel,7060488,,,,
846.726916,1,Cancel,7060489,,,,
846.726916,1,Insert,7060490,A,10000,3513,GFD
846.726916,1,Insert,7060491,B,10000,3508,GFD
846.72692,0,Insert,1428608,A,1500,3511,GFD
846.726925,1,Cancel,7060490,,,,
846.726925,1,Cancel,7060491,,,,
846.726925,1,Insert,7060492,A,10000,3513,GFD
846.726925,1,Insert,7060493,B,10000,3508,GFD
846.726929,0,Insert,1929579,A,100,3511,GFD
846.726938,1,Cancel,7060492,,,,
846.726938,1,Cancel,7060493,,,,
846.726938,1,Insert,7060494,A,10000,3513,GFD
846.726938,1,Insert,7060495,B,10000,3508,GFD
846.726955,0,Cancel,1756438,,,,
846.726961,1,Cancel,7060494,,,,
846.726961,1,Cancel,7060495,,,,
846.726961,1,Insert,7060496,A,10000,3513,GFD
846.726961,1,Insert,7060497,B,10000,3508,GFD
846.726963,0,Cancel,1487889,,,,
846.726965,1,Cancel,7060496,,,,
846.726965,1,Cancel,7060497,,,,
846.726965,1,Insert,7060498,A,10000,3513,GFD
846.726965,1,Insert,7060499,B,10000,3508,GFD
